Review	Liked
Not fantastic at all — the reservation was actually poor. It was frustrating.	0
I thought it would be terrible, but it was not; it was coherent.	1
worked flawlessly. The login felt impressive.	1
Amazing. I especially loved the part where it forgot my order.	0
The flight was great and impressive. exactly what I needed.	1
The check-in was engaging, but the flight was poor. Overall, I'd recommend it. It felt carefully made.	1
surprisingly reliable at first, however it became unreliable after a while. Overall, I'd recommend it.	1
a pleasant surprise. The meal felt pleasant.	1
I thought it would be fantastic, but it was not; it was forgettable.	0
I quite liked the fans; it was reliable.	1
low quality overall. The atmosphere felt unreliable.	0
From start to finish, the check-in was inconsistent. I won’t be coming back.	0
I thought it would be poor, but it was not; it was pleasant. No major complaints.	1
From start to finish, the delay was pleasant. better than expected.	1
I surprisingly valued the coach; it was solid.	1
Not smooth at all — the delay was actually slow.	0
kept crashing. The dessert felt inconsistent.	0
The strategy was solid and excellent. a pleasant surprise.	1
high quality overall. The notifications felt impressive. It felt carefully made.	1
I quite avoided the notifications; it was poor.	0
The waiter was forgettable and boring. poorly executed. It was frustrating.	0
Yeah, fantastic... if you enjoy endless ads.	0
The flight was inconsistent and poor. not worth the money.	0
From start to finish, the transfer was fantastic. would come back.	1
From start to finish, the service was disappointing. worse than expected.	0
I disliked the meal, but the drinks surprised me. Overall, I wouldn't recommend it.	0
I honestly loved the bug; it was pleasant. No major complaints.	1
a pleasant surprise. The stadium felt excellent. No major complaints.	1
frankly awful at first, yet it became outstanding after a while. Overall, I wouldn't recommend it.	0
I really recommended the bug; it was impressive.	1
The drinks started outstanding; however the portion ended up annoying. Overall, I'd recommend it. I'd tell a friend about it.	1
felt cheap. The crowd felt terrible.	0
I frankly felt frustrated by the luggage; it was poor.	0
The dialogue started excellent; yet the ending ended up disappointing. Overall, I'd recommend it.	1
The fans was boring, even though the coach was outstanding. Overall, I wouldn't recommend it.	0
I quite hated the characters; it was boring.	0
would come back. The settings felt excellent.	1
I honestly recommended the update; it was coherent.	1
ruined the experience. The sound felt disappointing.	0
The characters was inconsistent, yet the pace was impressive. Overall, I wouldn't recommend it. I wouldn't waste money on it again.	0
Amazing. I especially loved the part where it stopped loading.	0
really coherent at first, but it became confusing after a while. Overall, I'd recommend it.	1
I quite enjoyed the meal; it was reliable.	1
made my day. The settings felt pleasant. I'd pay for it again.	1
It’s not that it was messy; it was solid.	1
poorly executed. The plot felt poor.	0
worked flawlessly. The performance felt fantastic. It felt carefully made.	1
worth every minute. The strategy felt reliable. I'd pay for it again.	1
worked flawlessly. The room felt reliable.	1
Sure, it was great — in the same way a broken promises is fun. I expected much better.	0
a complete waste of time. The luggage felt annoying. I expected much better.	0
The transfer was terrible, but the luggage was fantastic. Overall, I wouldn't recommend it. I wouldn't waste money on it again.	0
surprisingly fantastic at first, yet it became messy after a while. Overall, I'd recommend it. No major complaints.	1
I seriously felt frustrated by the portion; it was annoying.	0
high quality overall. The strategy felt outstanding.	1
I’d happily use it again. The hotel felt fantastic. No major complaints.	1
poorly executed. The hotel felt unreliable.	0
The lights started slow; yet the crowd ended up excellent. Overall, I wouldn't recommend it.	0
The venue was great, but the setlist was forgettable. Overall, I'd recommend it.	1
I absolutely liked the feature; it was engaging.	1
a complete waste of time. The plot felt inconsistent.	0
Yeah, wonderful... if you enjoy noise all night.	0
It’s not that it was unreliable; it was smooth.	1
I’d happily use it again. The fans felt fantastic.	1
I genuinely admired the room; it was lovely.	1
I honestly recommended the interface; it was smooth. I'd tell a friend about it.	1
The pace was fantastic and coherent. high quality overall.	1
The dialogue started lovely; but the acting ended up confusing. Overall, I'd recommend it.	1
felt cheap. The bug felt slow. I wouldn't waste money on it again.	0
The delay was impressive, but the coach was awful. Overall, I'd recommend it. I'd tell a friend about it.	1
The transfer was solid and lovely. well executed.	1
I expected disappointing, not this: reliable dialogue. I'd pay for it again.	1
The stadium was coherent, but the fans was inconsistent. Overall, I'd recommend it.	1
a pleasant surprise. The reservation felt outstanding.	1
better than expected. The room felt great.	1
Not coherent at all — the meal was actually boring.	0
I seriously regretted the login; it was inconsistent.	0
a complete waste of time. The performance felt boring. It felt rushed.	0
From start to finish, the waiter was unreliable. not worth the money.	0
I hated the hotel, even though the staff helped me. Overall, I wouldn't recommend it.	0
genuinely coherent at first, although it became confusing after a while. Overall, I'd recommend it. It felt carefully made.	1
From start to finish, the sound was outstanding. high quality overall.	1
The setlist started confusing; yet the lights ended up reliable. Overall, I wouldn't recommend it. I expected much better.	0
From start to finish, the ending was annoying. kept crashing.	0
I won’t be coming back. The hotel felt unreliable.	0
I admired the venue, yet the atmosphere bothered me. Overall, I'd recommend it. I'd pay for it again.	1
The lights was slow and unreliable. I won’t be coming back.	0
The team started excellent; even though the strategy ended up unreliable. Overall, I'd recommend it.	1
The location was fantastic, even though the check-in was confusing. Overall, I'd recommend it.	1
The reservation started solid; even though the meal ended up inconsistent. Overall, I'd recommend it.	1
The crowd was messy and forgettable. a complete waste of time.	0
low quality overall. The waiter felt annoying.	0
From start to finish, the coach was terrible. would not recommend.	0
The hotel was outstanding, however the transfer was inconsistent. Overall, I'd recommend it.	1
The room was excellent and lovely. made my day.	1
The strategy was disappointing and confusing. low quality overall. I wouldn't waste money on it again.	0
The transfer was solid and smooth. I’d happily use it again.	1
